comment,Cleaned_Comment,Sentiment
Grazie Red Bull,Grazie Red Bull,neutral
"Amazing! The singer is Maria Elisabetta Trupiano, soprano of Palermo!!!",Amazing The singer is Maria Elisabetta Trupiano soprano of Palermo,positive
Redbull&gt;ferrari,Redbullgtferrari,neutral
"It aint much if it aint Dutch, but i have to say that Italy is a Beautiful country",It aint much if it aint Dutch but i have to say that Italy is a Beautiful country,positive
My eyes tell me one thing but my ears tell me other...,My eyes tell me one thing but my ears tell me other,negative
"When it comes to creating content, no F1 team can really match Red Bull. That was absolutely clinical! ;)",When it comes to creating content no F1 team can really match Red Bull That was absolutely clinical,positive
"Oroglioso di essere nato in una delle città più belle del mondo. Città poco valorizzata, anche dalla stessa gente che ci vive purtroppo. Tutto il mondo deve vedere quanto vali e quanto sei bella. Ti amo da morire Palermo mia, sei STUPENDA.❤️",Oroglioso di essere nato in una delle citt pi belle del mondo Citt poco valorizzata anche dalla stessa gente che ci vive purtroppo Tutto il mondo deve vedere quanto vali e quanto sei bella Ti amo da morire Palermo mia sei STUPENDA,neutral
Jesus Christ! This is mega (; Kudos to the camera crew and production team. Looks like a hell of a job!,Jesus Christ This is mega  Kudos to the camera crew and production team Looks like a hell of a job,neutral
So peaceful for a Red Bull video,So peaceful for a Red Bull video,positive
Spettacolo puro!,Spettacolo puro,neutral
"All them people would be deaf if that thing had its engine on, let alone revving like the audio implies",All them people would be deaf if that thing had its engine on let alone revving like the audio implies,neutral
Meraviglioso,Meraviglioso,neutral
Really cool video! Who was the FPV pilot?,Really cool video Who was the FPV pilot,positive
cool!!!!!))))),cool,positive
When you realize that Monza is closer to Zandvoort than to Palermo,When you realize that Monza is closer to Zandvoort than to Palermo,neutral
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=185"">3:05</a> bella pe jaki",305 bella pe jaki,neutral
Thank You RED BULL!,Thank You RED BULL,neutral
Why is he in Palermo?,Why is he in Palermo,neutral
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=101"">1:41</a> Mazepin&#39;s career summed up",141 Mazepin39s career summed up,neutral
😄👏👏👏,,neutral
"Bellissimo spot..certo trovare a Palermo ragazzi alti e biondi, ragazze rosse con le lentiggini, strade senza buche e senza spazzatura...sembra un film. Ah no aspetta...<br><br>PS. sono siciliano ho apprezzato tantissimo questo video! ;)",Bellissimo spotcerto trovare a Palermo ragazzi alti e biondi ragazze rosse con le lentiggini strade senza buche e senza spazzaturasembra un film Ah no aspettaPS sono siciliano ho apprezzato tantissimo questo video,neutral
"Thank you, @redbull!! What a spot in my Town!!!",Thank you redbull What a spot in my Town,neutral
Wow...Palermo is wonderful...!<br>Specifically if you see it like this!!,WowPalermo is wonderfulSpecifically if you see it like this,neutral
is DC still the one driving the cars for these commercials?,is DC still the one driving the cars for these commercials,neutral
"Facile abbellire una città in dissesto e degrado da terzo mondo per uno spot che deve emozionare la plebe. Realtà distorta e menzogna. Sarebbe onesto mostrare l’incuria e  l’abbandono di una città in cui strade, marciapiedi ed edifici crollano a pezzi. Ma va bene così, la massa deve stordirsi con una macchina che sfreccia in mezzo alla “bellezza”. Ma quale bellezza?",Facile abbellire una citt in dissesto e degrado da terzo mondo per uno spot che deve emozionare la plebe Realt distorta e menzogna Sarebbe onesto mostrare lincuria e  labbandono di una citt in cui strade marciapiedi ed edifici crollano a pezzi Ma va bene cos la massa deve stordirsi con una macchina che sfreccia in mezzo alla bellezza Ma quale bellezza,neutral
Welcome to Palermo.....spettacolare very nice....Palermo incredible. Thank you Red Bull.,Welcome to Palermospettacolare very nicePalermo incredible Thank you Red Bull,positive
Isn&#39;t it supposed to be a v6 turbo,Isn39t it supposed to be a v6 turbo,neutral
SUPER!!!,SUPER,positive
Is this not Ferrari&#39;s job lol?,Is this not Ferrari39s job lol,positive
"The halo is gone, must be the 2017 car",The halo is gone must be the 2017 car,neutral
Video fantastico❤️,Video fantastico,neutral
Bellissima Palermo!,Bellissima Palermo,neutral
"Ricordiamo che il Palermitano medio - stupidamente dal giorno estivo delle riprese di questo spot - ha promesso odio eterno alla Red Bull perché “bloccaru ” a strada. Ahah Bloccaru la Cala, come se tutti i cittadini dovessero essere lì quel giorno. Bello spot, comunque. In realtà spero che iniziative del genere coinvolgano sempre più spesso la città",Ricordiamo che il Palermitano medio  stupidamente dal giorno estivo delle riprese di questo spot  ha promesso odio eterno alla Red Bull perch bloccaru  a strada Ahah Bloccaru la Cala come se tutti i cittadini dovessero essere l quel giorno Bello spot comunque In realt spero che iniziative del genere coinvolgano sempre pi spesso la citt,neutral
Bravi!,Bravi,neutral
Spettacolare,Spettacolare,neutral
I like how the RB8 is treated as Max&#39;s personal car,I like how the RB8 is treated as Max39s personal car,neutral
"this video was shot during the french gp, it&#39;s not Max in the car I was in Palermo that day .. I saw this Redbull with the driver inside",this video was shot during the french gp it39s not Max in the car I was in Palermo that day  I saw this Redbull with the driver inside,neutral
Fantastic video,Fantastic video,positive
Spettacolare!!!,Spettacolare,neutral
quel giorno Palermo penava col traffico impazzito per le strade chiuse ma.............ne è valsa la pena. Grazie Red Bull,quel giorno Palermo penava col traffico impazzito per le strade chiuse mane  valsa la pena Grazie Red Bull,neutral
RB can you plese hire me to work in PR departmant Idc if I&#39;m just there to carry coffee around😭  this is incredibile,RB can you plese hire me to work in PR departmant Idc if I39m just there to carry coffee around  this is incredibile,neutral
Make one with Checo RD Bull Team as than as Bond 007 film in Downtown of México City was awsome incredible AND marvellus !!!,Make one with Checo RD Bull Team as than as Bond 007 film in Downtown of Mxico City was awsome incredible AND marvellus,positive
Ci avete fatto un regalo bellissimo. Palermo vi ringrazia. Ciao,Ci avete fatto un regalo bellissimo Palermo vi ringrazia Ciao,neutral
“Cerca di non farti notare troppo” 🤔😅… Ma quant’è bella Palermo?! 😍,Cerca di non farti notare troppo  Ma quant bella Palermo,neutral
Awesome video.,Awesome video,positive
Drone operator tho,Drone operator tho,neutral
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=30"">0:30</a> I LIMONI SIGNORAAAA",030 I LIMONI SIGNORAAAA,neutral
Palermo ♥️,Palermo,neutral
The car had the pit mod speed,The car had the pit mod speed,positive
wow just wow rb wow,wow just wow rb wow,positive
"Thank you Redbull, amazing video. Good spot for my city",Thank you Redbull amazing video Good spot for my city,positive
Strongly think the one driving is DC <br>❤️❤️ To max lets win this championship,Strongly think the one driving is DC  To max lets win this championship,positive
Palermo street circuit coming 😂,Palermo street circuit coming,neutral
"cant be the only one that find it hilarious to see a renault red bull car with the honda badge XD, i know they cant use the current car but its still funny",cant be the only one that find it hilarious to see a renault red bull car with the honda badge XD i know they cant use the current car but its still funny,positive
😍😍😍😍😍😍😍😍,,neutral
❤,,neutral
Che bomba! 💣,Che bomba,neutral
Red bull racing 1 - Ferrari 0,Red bull racing 1  Ferrari 0,neutral
"Beautiful video, wonderful Palermo. Red Bull buy Palermo football. Hello 👍",Beautiful video wonderful Palermo Red Bull buy Palermo football Hello,positive
"Waiting for the return of the Ferraris to the glories of the past, thanks to RedBull for this gift to the city of Palermo and all its inhabitants. Good luck Max for the drivers and constructors world title!",Waiting for the return of the Ferraris to the glories of the past thanks to RedBull for this gift to the city of Palermo and all its inhabitants Good luck Max for the drivers and constructors world title,positive
Imagine if they did this with a ferrari....,Imagine if they did this with a ferrari,neutral
Palermo mia,Palermo mia,neutral
this just makes me want an Italian road circuit,this just makes me want an Italian road circuit,neutral
Lets go Max!!!!!!!!!! 2021 World Champion!!!!!!!!,Lets go Max 2021 World Champion,neutral
Ferrari in the corner: 😐🎞🎥,Ferrari in the corner,neutral
I am from Palermo and this video is mindblowing: thank you so much Red Bull!,I am from Palermo and this video is mindblowing thank you so much Red Bull,neutral
Spettacolare!!!,Spettacolare,neutral
I don&#39;t think max was driving 😂,I don39t think max was driving,neutral
❤️,,neutral
I<br>I<br>I lost any words. This vid is a new type of Art))),III lost any words This vid is a new type of Art,positive
Grazie,Grazie,neutral
Its gonna be SUPERMAX at monza,Its gonna be SUPERMAX at monza,neutral
SPETTACOLO ALLO STATO PURO...PALERMO TI AMO ❤,SPETTACOLO ALLO STATO PUROPALERMO TI AMO,neutral
Video stupendo,Video stupendo,neutral
Comunque non è Verstappen alla guida,Comunque non  Verstappen alla guida,neutral
It is rb8 or rb9?,It is rb8 or rb9,neutral
Benvenuto in Italia Max verstappen,Benvenuto in Italia Max verstappen,neutral
"I wonder, who is the actual driver",I wonder who is the actual driver,neutral
Interesting....really interesting....,Interestingreally interesting,positive
W Palermo e Santa Rosalia,W Palermo e Santa Rosalia,neutral
That Red bull looks like 2012 or 2013 Red bull car,That Red bull looks like 2012 or 2013 Red bull car,neutral
Great !!!,Great,positive
Did he said b*tch stop or beach stop?,Did he said btch stop or beach stop,neutral
As a tour company based in Sicily we really thank Red Bull for this wonderful advertising! We are so proud of it and we hope to host everyone in our beautiful island! Thanks Red Bull. You guys made a masterpiece!!!,As a tour company based in Sicily we really thank Red Bull for this wonderful advertising We are so proud of it and we hope to host everyone in our beautiful island Thanks Red Bull You guys made a masterpiece,positive
"Welcome to Italy, guys!",Welcome to Italy guys,positive
max max max supermax:))),max max max supermax,neutral
Spettacolare Palermo e Red Bull,Spettacolare Palermo e Red Bull,neutral
Video STUPENDO.,Video STUPENDO,neutral
"Max, you must win the monza&#39;s Grand Prix.",Max you must win the monza39s Grand Prix,positive
Let&#39;s take back the constructor&#39;s championship guys! Andiamo Red Bull Honda!,Let39s take back the constructor39s championship guys Andiamo Red Bull Honda,neutral
I literally just had pizza a few minutes ago lel,I literally just had pizza a few minutes ago lel,negative
I really hope he wins his one 🤛🙏,I really hope he wins his one,positive
Amazing :) I love the Red Bull the make always the best videos :),Amazing  I love the Red Bull the make always the best videos,positive
Other teams: Lets put our previous cars into a museum or back on display at headquarters.<br>Red Bull: Lets race our previous cars trough the streets of a city with small and narrow roads in Italy just to go park it on a boat sailing a salty sea.,Other teams Lets put our previous cars into a museum or back on display at headquartersRed Bull Lets race our previous cars trough the streets of a city with small and narrow roads in Italy just to go park it on a boat sailing a salty sea,negative
What a stunning tour of the city . Well done ! I&#39;m gonna go there someday,What a stunning tour of the city  Well done  I39m gonna go there someday,positive
Checo needs to up his game so he can star in these fun videos aswell!,Checo needs to up his game so he can star in these fun videos aswell,negative
Woooooow 🤩🤩🤩👑,Woooooow,neutral
Alternative for the spa finish,Alternative for the spa finish,neutral
Sergio had a bad qualy. Sow he starts at the “after” market 😂🤣,Sergio had a bad qualy Sow he starts at the after market,negative
did they use the renault or actual honda engine?,did they use the renault or actual honda engine,neutral
Spettacolo !!!!! Forza Max e forza Palermo sempre,Spettacolo  Forza Max e forza Palermo sempre,neutral
"È bellissimo il video, è bellissima Palermo.",bellissimo il video  bellissima Palermo,neutral
"Immensamente PALERMO, che splendore, che arte, che colori, che musica, che armoniosità, che monumenti!",Immensamente PALERMO che splendore che arte che colori che musica che armoniosit che monumenti,neutral
"Wah melanggar prokes, lagi ppkm malah kumpul2",Wah melanggar prokes lagi ppkm malah kumpul2,neutral
OMG. THIS IS EPIC. CONGRATS RBR!<br>from an italian fan,OMG THIS IS EPIC CONGRATS RBRfrom an italian fan,positive
That it ... Waste 2.5 million on that .... hmmmm. 👍👍👍👍👍,That it  Waste 25 million on that  hmmmm,negative
Let&#39;s go Max!!!,Let39s go Max,neutral
"Cool, but so produced",Cool but so produced,positive
"You destroyed the road traffic of the city for almost a week, I swore like a crazy but...this is the most amazing video ever made on my city. Thank you very much. Grazie picciotti :-)",You destroyed the road traffic of the city for almost a week I swore like a crazy butthis is the most amazing video ever made on my city Thank you very much Grazie picciotti,positive
Lewis Will Win so don&#39;T EVEN THINK about It,Lewis Will Win so don39T EVEN THINK about It,positive
Burraes,Burraes,neutral
Why are you using a V8 engine? Those are lies ! Use those dull C6 turbos! Give the people what they want! Just kidding :),Why are you using a V8 engine Those are lies  Use those dull C6 turbos Give the people what they want Just kidding,negative
"La mia città! Quanto sei bella Palermo, quanto sei bella Sicilia.",La mia citt Quanto sei bella Palermo quanto sei bella Sicilia,neutral
Iets kick Mercedes but this weekend,Iets kick Mercedes but this weekend,neutral
Very cool!,Very cool,positive
Amazing 💕😍job good boys,Amazing job good boys,positive
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=220"">3:40</a> - Young Alonso chilling at the beach",340  Young Alonso chilling at the beach,negative
Hope Supermax again in Monza,Hope Supermax again in Monza,neutral
Vedere la mia città con queste immagini e verstappen passare davanti alla casa dove ho abitato una vita mi ha emozionato moltissimo ♥️,Vedere la mia citt con queste immagini e verstappen passare davanti alla casa dove ho abitato una vita mi ha emozionato moltissimo,neutral
Palermo!!! I love my city!!,Palermo I love my city,positive
"It&#39;s not the Max who&#39;s driving, they&#39;ve just added few clips of max to show that he&#39;s the actual guy who&#39;s driving.",It39s not the Max who39s driving they39ve just added few clips of max to show that he39s the actual guy who39s driving,negative
You guys are crazy😂😂😂,You guys are crazy,negative
Team Radio : Max Max<br>My Mind : Super Max,Team Radio  Max MaxMy Mind  Super Max,positive
"Grande red bull, la ferrari no e la bull si, grandissimj",Grande red bull la ferrari no e la bull si grandissimj,neutral
🙏🔥🔥 Bellissima PALERMO !!! Grazie a tutti coloro che hanno creato questo meravilgioso SOGNO ! ^_^ 🏆,Bellissima PALERMO  Grazie a tutti coloro che hanno creato questo meravilgioso SOGNO,neutral
AMAZING! Thanks Red Bull!,AMAZING Thanks Red Bull,positive
"Congrats and Thank you <a href=""http://www.youtube.com/results?search_query=%23redbullracingteam"">#Redbullracingteam</a> to visit one of the most beautiful place to discover in the world.",Congrats and Thank you Redbullracingteam to visit one of the most beautiful place to discover in the world,positive
Max driving seb&#39;s car 💚,Max driving seb39s car,neutral
The production level of this.,The production level of this,neutral
welcome Redbull🤝🇮🇹,welcome Redbull,positive
Quanto è bella la mia Palermo vista così. Grazie red bull per aver fatto tutto questo.,Quanto  bella la mia Palermo vista cos Grazie red bull per aver fatto tutto questo,neutral
Da Catanese son felice che Red Bull abbia scelto una città fantastica come Palermo,Da Catanese son felice che Red Bull abbia scelto una citt fantastica come Palermo,neutral
de lokossssss,de lokossssss,neutral
👏👏👏👏👏👏👏👏👏👏👏 emozionante,emozionante,neutral
Pride to be Palermitana!,Pride to be Palermitana,neutral
"That Honda logo fits the livery so well. It&#39;s sad to see Honda leave, Honda and Redbull fit together like two peas in a pod",That Honda logo fits the livery so well It39s sad to see Honda leave Honda and Redbull fit together like two peas in a pod,negative
QUANTO SEI BELLA..PALERMO!! 5.04 minuti che riempiono di orgogoglio... (e fanno dimenticare anche tutto il caos di quei giorni di riprese 😃 ..) ❤️,QUANTO SEI BELLAPALERMO 504 minuti che riempiono di orgogoglio e fanno dimenticare anche tutto il caos di quei giorni di riprese,neutral
Lewis is going to win the Italian grandprix🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆,Lewis is going to win the Italian grandprix,positive
One of the best ads I have come across,One of the best ads I have come across,positive
Stupendo 🤩,Stupendo,neutral
i thought it was some collab with money heist,i thought it was some collab with money heist,neutral
"This is v10 engine right, I love the sound since I was a young",This is v10 engine right I love the sound since I was a young,positive
"Ecco a voi carissimi. Questo è quello che tutti noi palermitani chiamiamo la nostra perla. Quella che alcuni etichettano come &quot;patria della mafia&quot;. Sole, mare, arte, storia. Palermo è semplicemente questa, e io da palermitano fiero non posso che essere entusiasta e felice di questa iniziativa di Red Bull (a cui auguro vivamente di vincere il mondiale). Un bigliettino da visita verso chi questa terra l&#39;ha sempre martoriata e umiliata, nella settimana del GP d&#39;Italia.<br><br>UN GRAZIE AFFETTUOSISSIMO DALLA CULLA DELLA CIVILTA&#39; MEDITERRANEA. C&#39;MON RED BULL E FORZA PALERMO SEMPRE!",Ecco a voi carissimi Questo  quello che tutti noi palermitani chiamiamo la nostra perla Quella che alcuni etichettano come quotpatria della mafiaquot Sole mare arte storia Palermo  semplicemente questa e io da palermitano fiero non posso che essere entusiasta e felice di questa iniziativa di Red Bull a cui auguro vivamente di vincere il mondiale Un bigliettino da visita verso chi questa terra l39ha sempre martoriata e umiliata nella settimana del GP d39ItaliaUN GRAZIE AFFETTUOSISSIMO DALLA CULLA DELLA CIVILTA39 MEDITERRANEA C39MON RED BULL E FORZA PALERMO SEMPRE,neutral
Outside my own family there&#39;s just two people in the entire world that have ever made me emotional; Ayrton Senna (RIP) and Max Verstappen.,Outside my own family there39s just two people in the entire world that have ever made me emotional Ayrton Senna RIP and Max Verstappen,positive
Makes zero sense but looks cool,Makes zero sense but looks cool,positive
Video stupendo. Va detto però che Max Verstappen tutt&#39;al più l&#39;ha vista in video Palermo.,Video stupendo Va detto per che Max Verstappen tutt39al pi l39ha vista in video Palermo,neutral
Red bull gives you wings + stunning views!,Red bull gives you wings  stunning views,positive
"Palermo Grand Prix incoming. Seriously, with the street circuit mania, such a race should be expected",Palermo Grand Prix incoming Seriously with the street circuit mania such a race should be expected,positive
Yeah that&#39;s Red Bull CRAAAAZZZYYY,Yeah that39s Red Bull CRAAAAZZZYYY,neutral
"That drone shot tho, everything is amazing!",That drone shot tho everything is amazing,positive
I&#39;m pretty sure that&#39;s the 2013 car. But they have Honda instead of infinity,I39m pretty sure that39s the 2013 car But they have Honda instead of infinity,positive
It was like seeing a film,It was like seeing a film,neutral
Beautiful filming ❤️❤️👍👍,Beautiful filming,positive
"Thank you Red Bull and welcome to the better place in the world, Italy 🇮🇹",Thank you Red Bull and welcome to the better place in the world Italy,positive
Ma che figata e che bella la MIA Palermo! La prossima volta peró fatemi fare una comparsa 🥰,Ma che figata e che bella la MIA Palermo La prossima volta per fatemi fare una comparsa,neutral
Grazie RB guys it&#39;s a pleasure to have you in Palermo ❤️🤜,Grazie RB guys it39s a pleasure to have you in Palermo,neutral
PATATEEE!!!! is the new SIGNORA I LIMONI SIGNORAAAAAAAAA,PATATEEE is the new SIGNORA I LIMONI SIGNORAAAAAAAAA,positive
"Imagine having an F1 street race with such gorgeous backdrop, wud be amazing!",Imagine having an F1 street race with such gorgeous backdrop wud be amazing,positive
"Da Palermitana, davvero davvero emozionante. Bellissimo!!!!!!! Bravi bravi bravi!",Da Palermitana davvero davvero emozionante Bellissimo Bravi bravi bravi,neutral
So cool,So cool,positive
Bellissimo video grazie e auguri dall&#39;Italia,Bellissimo video grazie e auguri dall39Italia,neutral
"Is that the v8 or v10?<br><br>Either way, nice to hear an actual engine sound again :(",Is that the v8 or v10Either way nice to hear an actual engine sound again,positive
"Ok, so now we know where they store their used cars",Ok so now we know where they store their used cars,positive
Sick,Sick,negative
Wow 😍😍😍😍,Wow,positive
"It&#39;s a long way  to get from Palermo to Genova on that boat and then to Monza, I hope they took everything into account 🤭",It39s a long way  to get from Palermo to Genova on that boat and then to Monza I hope they took everything into account,negative
Red bull ads are so good that it makes me wanna buy a red bull.,Red bull ads are so good that it makes me wanna buy a red bull,positive
That was the most cheesiest sh!t I’ve seen in a while,That was the most cheesiest sht Ive seen in a while,positive
Red bull with honda V8?,Red bull with honda V8,neutral
:-),,neutral
Wow bellissimo video grazie e auguri dall&#39;Italia,Wow bellissimo video grazie e auguri dall39Italia,positive
Just love the red bull family,Just love the red bull family,positive
Don Massimiliano,Don Massimiliano,neutral
Welcome to Italy ❤🇮🇹,Welcome to Italy,positive
Palermo 😍🇮🇹,Palermo,neutral
"Max wasn’t the one who drove the car. I know people from Palermo who even had a chat with the mechanics and saw the driver. Sorry to ruin this 😂. Btw, amazing content and as a Ferrari fan I recognize that they’ll never be able to do this",Max wasnt the one who drove the car I know people from Palermo who even had a chat with the mechanics and saw the driver Sorry to ruin this  Btw amazing content and as a Ferrari fan I recognize that theyll never be able to do this,positive
"I was having a swim at the sea when I heard that v6 screaming, then I ran as fast as I could to see it, it’s been incredibile, thank you!",I was having a swim at the sea when I heard that v6 screaming then I ran as fast as I could to see it its been incredibile thank you,positive
They should have installed a claxon on the RB just for the Italian GP.,They should have installed a claxon on the RB just for the Italian GP,neutral
Can&#39;t wait too see what you guys have prepared for Checo in Mexico,Can39t wait too see what you guys have prepared for Checo in Mexico,neutral
"I think this circuit much better than Monaco, please added this circuit for 2022 calendar",I think this circuit much better than Monaco please added this circuit for 2022 calendar,positive
Welcome to Palermo! One of the most beautiful Italian cities,Welcome to Palermo One of the most beautiful Italian cities,positive
"this video is unrealistic, radio isn&#39;t cutting off",this video is unrealistic radio isn39t cutting off,negative
Fantastico W PALERMO E SANTA ROSALIA,Fantastico W PALERMO E SANTA ROSALIA,neutral
🇮🇹🇮🇹,,neutral
that&#39;s not max in the streets walking lol,that39s not max in the streets walking lol,positive
"What car year is this? Engine sounds so good, unlike the cars they race at the grand Prixs.",What car year is this Engine sounds so good unlike the cars they race at the grand Prixs,positive
Make a pr movie in Ferrari land. Greeeeeeat 👌👍🤌,Make a pr movie in Ferrari land Greeeeeeat,neutral
"Spettacolare, grazie!",Spettacolare grazie,neutral
"Molto bello, forse un po&#39; lungo, ma molto bello....Go Max!",Molto bello forse un po39 lungo ma molto belloGo Max,neutral
Christopher Nolan type creativity,Christopher Nolan type creativity,neutral
"Good job, guys. I love you.❤️",Good job guys I love you,positive
It&#39;s almost like they don&#39;t have a second driver... oh wait...,It39s almost like they don39t have a second driver oh wait,neutral
Next year Japan Movie. Mt.Fuji &amp; &#39;Shinkansen Express&#39; ...<br>. and Red Bull !!,Next year Japan Movie MtFuji amp 39Shinkansen Express39  and Red Bull,neutral
Supeeer MAX &lt;3 Good Luck Beast,Supeeer MAX lt3 Good Luck Beast,positive
Absolutely beautiful and stunning!,Absolutely beautiful and stunning,positive
Don’t let this distract you from the fact that redbull put Honda logos everywhere on a car powered by a renault engine,Dont let this distract you from the fact that redbull put Honda logos everywhere on a car powered by a renault engine,neutral
Obsessed w this.,Obsessed w this,negative
"Thank you Red Bull for showing to the World my wonderful city, Palermo. Hope to see you soon guys🌍❤️",Thank you Red Bull for showing to the World my wonderful city Palermo Hope to see you soon guys,positive
"Art , pure art and pr like no team can or wants!",Art  pure art and pr like no team can or wants,positive
max max super max radio check,max max super max radio check,positive
Amazing promo 🙏🙏🙏,Amazing promo,positive
"Totally off topic, knows somebody which font they are using in the intro? 👌",Totally off topic knows somebody which font they are using in the intro,neutral
Italyy 🇮🇹,Italyy,neutral
"La mia citta é bellissima, forza max💗🖤🧡",La mia citta  bellissima forza max,neutral
Здорово!!!,,neutral
WELCOME TO ITALY &lt;3,WELCOME TO ITALY lt3,positive
"Fuck, they nailed it again.... props to the RB PR team!",Fuck they nailed it again props to the RB PR team,negative
"Gorgeous, amazing, great quality. Thanks!",Gorgeous amazing great quality Thanks,positive
Fare 300 Km/h su una pista è da uomini<br>Percorrere le strade di Ballarò con le hard è da Verstappen,Fare 300 Kmh su una pista  da uominiPercorrere le strade di Ballar con le hard  da Verstappen,negative
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=184"">3:04</a> e <a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=189"">3:09</a> un @Jakidale selvaggio",304 e 309 un Jakidale selvaggio,neutral
This is amazing. But what&#39;s even more amazing is how they found all of these Italian people who would agree to a RedBull video rather than a Ferrari video.,This is amazing But what39s even more amazing is how they found all of these Italian people who would agree to a RedBull video rather than a Ferrari video,positive
Should have also tagged Palermo from money heist ❤️,Should have also tagged Palermo from money heist,neutral
"Go Max,Go Red Bull",Go MaxGo Red Bull,neutral
I hope Max wins Monza,I hope Max wins Monza,positive
🏎️Simply lovely🏁,Simply lovely,positive
"Where was David&#39;s butt-crack on Palermo&#39;s beach? Missed opportunity. GJ RB, great video!",Where was David39s buttcrack on Palermo39s beach Missed opportunity GJ RB great video,positive
Welcome to Italy 🇮🇹❤️,Welcome to Italy,positive
Film director: How epic do you wanna make this video?<br>Red Bull Racing: Yes,Film director How epic do you wanna make this videoRed Bull Racing Yes,positive
"I don&#39;t believe he was actually at the wheel but yeah, nice one :d",I don39t believe he was actually at the wheel but yeah nice one d,positive
Grandioso!!🇮🇹,Grandioso,neutral
Great,Great,positive
"That&#39;s not max driving, he didn&#39;t hit the apex.",That39s not max driving he didn39t hit the apex,neutral
This would be pretty baller if it weren’t for the extremely cringy acting,This would be pretty baller if it werent for the extremely cringy acting,positive
Chi qui per jakidale?,Chi qui per jakidale,neutral
Splendid...,Splendid,positive
PT-BR Qual é o problema de usar um carro atual?,PTBR Qual  o problema de usar um carro atual,neutral
"Sono un tifoso Ferrari da quando ne ho memoria, ma stavolta non posso far altro che ringraziare il Team Red Bull Racing per aver regalato a Palermo, alla MIA città, una pubblicità meravigliosa e spettacolare.",Sono un tifoso Ferrari da quando ne ho memoria ma stavolta non posso far altro che ringraziare il Team Red Bull Racing per aver regalato a Palermo alla MIA citt una pubblicit meravigliosa e spettacolare,positive
"sh*t Naples was so close but yet so far... Missed the target, we try next time",sht Naples was so close but yet so far Missed the target we try next time,positive
Please next year do the same in Lecce!,Please next year do the same in Lecce,neutral
Amazing video and spectacular city!<br>Greetings from Palermo 🇮🇹,Amazing video and spectacular cityGreetings from Palermo,positive
"This is epic, pick confirm",This is epic pick confirm,positive
Me: where coronavirus?,Me where coronavirus,neutral
"Thank you so much for that, good luck Redbull Team and remember...Forza Palermo Sempre ❤",Thank you so much for that good luck Redbull Team and rememberForza Palermo Sempre,positive
Red Bull just do it different and that&#39;s why I love them,Red Bull just do it different and that39s why I love them,positive
"We all know that wasn&#39;t Max guys :p <br>However, the video is simply lovely ❤",We all know that wasn39t Max guys p However the video is simply lovely,positive
Noooo i hoped for jump on that boat :D :D,Noooo i hoped for jump on that boat D D,neutral
Sicily storia 💥💫💫,Sicily storia,neutral
Wow wow wow sicilia 🥳💯💪💪💪💪💪,Wow wow wow sicilia,positive
SALUTI DA MONDELLO,SALUTI DA MONDELLO,neutral
"Stunning, I’m speechless.",Stunning Im speechless,positive
Ok wow...,Ok wow,positive
Those lines are a little bit emotionless and dull.,Those lines are a little bit emotionless and dull,negative
Why does this look like a video game?,Why does this look like a video game,negative
Not a 2021 car,Not a 2021 car,neutral
it wasn’t max driving i was in palermo,it wasnt max driving i was in palermo,neutral
Maxy get it with monza,Maxy get it with monza,neutral
Nice way to recycle your money mafia!,Nice way to recycle your money mafia,positive
Ma che è zuccaro sto video,Ma che  zuccaro sto video,neutral
"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=192"">3:12</a> @jakidale",312 jakidale,neutral
You guys are the only team on grid who are making most of the resources available! <br>Absolutely killing it! <br>Kudos to the PR team.<br>Keep rocking on and off the track!,You guys are the only team on grid who are making most of the resources available Absolutely killing it Kudos to the PR teamKeep rocking on and off the track,positive
Ed io ero lì a guardarla😍,Ed io ero l a guardarla,neutral
Forza Palermo! <br>Orgoglioso di essere palermitano!,Forza Palermo Orgoglioso di essere palermitano,neutral
"Yoga ladies, priceless",Yoga ladies priceless,positive
Bellissimo,Bellissimo,neutral
Wow awesome👍👍,Wow awesome,positive
What a beautifully done video !!,What a beautifully done video,positive
Let&#39;s have a simply lovely race at Monza 💪,Let39s have a simply lovely race at Monza,positive
"The sound of a proper engine, how miss it",The sound of a proper engine how miss it,positive
"You might notice he&#39;s not actually Max himself in this video, but well done to Redbull PR team, absolutely stunning video<br><br>edit: sorry to spoil it!",You might notice he39s not actually Max himself in this video but well done to Redbull PR team absolutely stunning videoedit sorry to spoil it,neutral
I hope that max win in monza,I hope that max win in monza,positive
who was doing the fpv work?,who was doing the fpv work,neutral
My girlfriend said that Checo is driving the boat lmao,My girlfriend said that Checo is driving the boat lmao,positive
I love how he doesn&#39;t smash into barriers anymore when giving it to the car,I love how he doesn39t smash into barriers anymore when giving it to the car,positive
