author,comment,published_at
@schmiddi2323,One off the best Videos ever seen but why the old f1 car???,2021-09-08T12:11:01Z
@Lopez71,Insane,2021-09-08T12:10:34Z
@GolfCoyote,I’m genuinely curious if Max actually drives for these,2021-09-08T12:08:50Z
@lorisbellina9969,Già tanto che non gliel&#39;abbiano scavallata.,2021-09-08T12:07:57Z
@sturingnico,Che ci fa Jakidale 😂😂😂😂,2021-09-08T12:07:40Z
@Laurens-H,Funfact max never was at Italy when they were recording,2021-09-08T12:07:00Z
@SuperZeus97,GRAZIE RAGAZZI &lt;3,2021-09-08T12:06:30Z
@SuperskinnyBLS,That looks like a Lego Racer&#39;s 3 teaser XD,2021-09-08T12:06:25Z
@RxbbiLegion,ALBONN TO WILLIAMS 2022 confirmed,2021-09-08T12:05:50Z
@HardKickz14,And another magnificent movie,2021-09-08T12:05:35Z
@JZwanziger,Amazing guys!!! Incredible secuences!!!,2021-09-08T12:05:03Z
@tommyzalando,OUR PALERMO❤️,2021-09-08T12:04:18Z
@andrestn45,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=181"">3:01</a> is a webcam in front wing",2021-09-08T12:03:54Z
@Michele_Oliva,♥️♥️♥️♥️,2021-09-08T12:03:47Z
@rendaninevhulaudzi1092,Great video - well shot - Italy looks amazing on the background.,2021-09-08T12:03:44Z
@RobertoLipari,In questo video Palermo è meravigliosa….<br>Solo solo che non c’è traffico!,2021-09-08T12:03:13Z
@DiogoUrsao,"Go ahead Bulls and Max. Put the Mercedes far away in Monza. Victory for Max, Hamilton is crying cause of George&#39;s sign up with Mercedes.",2021-09-08T12:03:09Z
@giuseppedifatta874,Spettacolare... Palermo,2021-09-08T12:03:08Z
@---Mattia---,"Grazie per questo regalo, è bellissimo vedere la mia Sicilia in tutta la sua bellezza 🇮🇹<br>Thanks for this gift. It&#39;s awesome seeing the beauty of my Sicily",2021-09-08T12:01:08Z
@ZackP1,"the fpv drone shots are incredible, 10/10",2021-09-08T12:01:04Z
@pedropiffero2872,Good video,2021-09-08T12:00:51Z
@carlossantamaria5407,Red bull f1 hace cosas impresionantes a un me acuerdo cuando estubieron en mi ciudad pamplona fue impresionante,2021-09-08T12:00:49Z
@sisanto2536,Guardate come ballano le sospensioni della f1 quando sfreccia al foro italico. Già da queste scene fa capire le strade di cacca che abbiamo 🤣😂🤣😂,2021-09-08T12:00:32Z
@salvatorepalazzo5722,Bella la mia Palermo grazie Red Bull ❤,2021-09-08T12:00:27Z
@tommyzalando,MIO DIOOOO,2021-09-08T11:59:40Z
@Madre_Natura,"Palermo sembra rimasta nei secoli scorsi, bell&#39;architettura",2021-09-08T11:58:22Z
@glyph8090,Haas: we are rich<br><br><br>Red Bull: hold my Red Bull,2021-09-08T11:57:35Z
@lorenzomeli9044,Palermo❤️,2021-09-08T11:57:11Z
@ciraren,"No words….. amazing promo for my wonderful <a href=""http://www.youtube.com/results?search_query=%23palermo"">#Palermo</a>",2021-09-08T11:56:47Z
@ryandao3047,Imagine the pain the ears of the background actors hearing that 18000RPM V8 up close🥲,2021-09-08T11:56:43Z
@corradobellomo5222,Non è Max sulla macchina ma grazie lo stesso! W la Sicilia!!,2021-09-08T11:56:43Z
@niloofarsalehi1491,I just know that isn&#39;t Max&#39;s ass walking down the market,2021-09-08T11:56:00Z
@riccardogiardina4536,Grazie per le bellissime ed emozionanti immagini girate nella mia splendida città!!!,2021-09-08T11:55:09Z
@jerrywasaracecardriver8893,"Ok, ora vogliamo il Sicily GP!",2021-09-08T11:54:12Z
@dennis8019,wow what a beautifull city,2021-09-08T11:53:51Z
@sarangsivasundaran.k5790,Bring back V8...,2021-09-08T11:51:45Z
@vincenzogandolfo91,Come si chiama la canzone lirica?,2021-09-08T11:51:13Z
@salvatorecallari6341,Grazie Red Bull da un siciliano doc!,2021-09-08T11:51:07Z
@WayneRigley,And not 1 single face shot entire video .. I see all the voices dubbed in but whoever copied and pasted this together into a video did a pretty good job,2021-09-08T11:50:47Z
@abhivaryakumar3107,"I like that they have captions, now I can watch these during my online classes lol",2021-09-08T11:50:19Z
@andreyguyda6703,2022 - sicily gp,2021-09-08T11:49:47Z
@DelioDeFeo,Bellissimo,2021-09-08T11:48:48Z
@carolinazavalarodriguez8349,Beautiful!♥😍,2021-09-08T11:48:32Z
@abyandevi77,Im more impress by the drone pilot more than max driving through the city,2021-09-08T11:48:03Z
@nityasingh3,"&quot;great spot for a little spin&quot; - Nikita Mazpin, Monza",2021-09-08T11:47:47Z
@clawdabog,«I’m leaving the market...I mean the box »😂,2021-09-08T11:47:04Z
@depeche79,Thanks Red Bull ❤ Palermo.. My City 😍 90 idiots dislike!!!,2021-09-08T11:46:57Z
@Dev-fo7oi,This is the coolest red bull video I&#39;ve seen.,2021-09-08T11:46:09Z
@jakkakasunset5485,I like this new kind of Superbull ad,2021-09-08T11:46:03Z
@valentinagiordano5872,Che bella la mia Palermo ❤❤❤❤❤❤❤❤❤ mi sono commossa.,2021-09-08T11:45:46Z
@cumboward,Nobody else think this was kind of weird?,2021-09-08T11:44:56Z
@yupitzmeeee,"Wow that was awesome, even when I know it was fake but still soo awesome",2021-09-08T11:43:56Z
@TheOblivionerGaming,Thanks Red Bull❤️👍,2021-09-08T11:43:32Z
@donwan4392,"Nice work, Let&#39;s go Gambling",2021-09-08T11:43:24Z
@riananggara250,Thats not Max Butt,2021-09-08T11:42:49Z
@josem138,"Clearly people stares not because of the car but the noise. Like &quot;OH WOW, THIS HOW AN F1 CAR SHOULD SOUND ACTUALLY&quot;",2021-09-08T11:42:27Z
@hotaliensauce4176,Magic!,2021-09-08T11:42:00Z
@simone9945,"I have been a huge fan of F1 for years and when In July they said that Red Bull was coming for a little shooting I was like &quot;yeah whatever&quot; but watching it now, wow what a masterpiece and what a great city is my hometown. Tbh to see F1 in Palermo is a big surprise and I&#39;m very proud they came. I hope they&#39;ll come back.",2021-09-08T11:41:47Z
@sonny829,"Che spettacolo!!! Bravissimi , bellissimo video !!!",2021-09-08T11:41:02Z
@TheAblar2,This kind of PR is something one would expect from the home team though,2021-09-08T11:39:47Z
@amandioary6042,Old model,2021-09-08T11:39:46Z
@Cman7real,Let’s go max,2021-09-08T11:39:38Z
@samwiseguite470,Issa gona be a nice-a weekend. Let&#39;s go Maxxx 🥳🥳🥳,2021-09-08T11:37:14Z
@cristinaguddo9994,"Sublime, emozionante, impeccabile rappresentazione e omaggio, GRAZIE ❤",2021-09-08T11:36:40Z
@oronzocana1738,Max Max Super max max,2021-09-08T11:36:34Z
@RosarioAlagna,"Thanks to RedBull F1 Racing Team for fantastic tribute to  It is true, we complained a lot about the inconvenience (it wasn&#39;t your fault), but the result is excellent! <br><br>p.s.<br>Video, music and editing are really SUPERB!",2021-09-08T11:36:01Z
@Salvonice,Top video 📹 🔝<br>Palermo 💚,2021-09-08T11:35:18Z
@bottegatech,Spettacolo 🙌,2021-09-08T11:32:42Z
@kleoprela4270,G p Palermo announce,2021-09-08T11:32:07Z
@rbusi88,Bellissimo 🟩⬜️🟥,2021-09-08T11:32:01Z
@Giam83,"Palermo, il capoluogo della Sicilia, la quinta città più grande d&#39;Italia. Red Bull 👍",2021-09-08T11:31:27Z
@domegg2400,monza win max💕,2021-09-08T11:31:14Z
@anilmuduli5256,"from plaermo, I can remember Palermo of money heist 😂😂😂😂",2021-09-08T11:29:45Z
@indianlongboarder2844,Lewis will fire that icecream trolly guy,2021-09-08T11:29:42Z
@giannistabile6031,"Amo la formula 1 e amo Palermo , messe assieme mi avete fatto emozionare tantissimo, tutto molto bello!! 😍❤️😍❤️",2021-09-08T11:29:27Z
@agostino1225,Awesome! Grazie RedBull!,2021-09-08T11:29:00Z
@InclinedToLearn,un minuto di silenzio per chi ha passato quella mattinata nel traffico ❤️,2021-09-08T11:26:50Z
@CR12278,Spettacolo😍,2021-09-08T11:26:02Z
@magnuminsane523,"All of this, just to sell some energy drinks?",2021-09-08T11:25:58Z
@hayodorw8005,O wow mantab... Guyss,2021-09-08T11:25:21Z
@lea3872,😍😍😍Sicilia bedda🌷,2021-09-08T11:25:01Z
@re_loyola,So Red Bull rented a boat in the end? They should&#39;ve done that in Spa!,2021-09-08T11:24:32Z
@cladensnipercrew4084,jakidale uno di noi,2021-09-08T11:24:25Z
@jekinnandu4363,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=148"">2:28</a> Best camera shot",2021-09-08T11:24:23Z
@grisbeer3354,RedBull,2021-09-08T11:23:53Z
@danielevacca3349,che spettacolo sto video,2021-09-08T11:23:08Z
@neuronmind,Can&#39;t wit for a behind the charge about Zandvoort.,2021-09-08T11:23:02Z
@alfredosilvestri941,PALERMO CAPITALE DEL MEDITERRANEO!!!!!!❤️❤️,2021-09-08T11:22:29Z
@antonioammendola3941,Grazieeeee,2021-09-08T11:22:18Z
@magmafang7187,Well the Instagram post now makes sense,2021-09-08T11:19:34Z
@sergiopanzarella3567,"ma, in che senso?",2021-09-08T11:18:29Z
@whiskapedia4254,🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱🅱,2021-09-08T11:18:24Z
@robinchills,Sick video!!!,2021-09-08T11:18:08Z
@Gamezoneadi,I think this car should be made road legal now.,2021-09-08T11:17:28Z
@abhilashkoushik7420,Is that the same hard compund tyres that Verstappan finished in Dutch GP 😂😂,2021-09-08T11:16:57Z
@salvatorelapiana1925,W Palermo!,2021-09-08T11:16:13Z
@theundiscokidd3674,That´s a lot of cliché´s in 5 minutes.,2021-09-08T11:15:47Z
@lungamathope3691,we need behind the scenes asap,2021-09-08T11:15:41Z
@superska_,"Vabbè il solito spirito freestyle di Red bull, da lì arrivate 🥳🥳👏🏼👏🏼💪🏼",2021-09-08T11:15:01Z
@yaacovmartinez7646,Amazing video. Keep going Max and Checo!,2021-09-08T11:14:41Z
@JR-gt6ip,"That sound is definitely NOT the Honda PU😎 <a href=""http://www.youtube.com/results?search_query=%23bringbackv10s"">#bringbackv10s</a>",2021-09-08T11:13:02Z
@vitoscl6879,Grazie Red Bull,2021-09-08T11:12:53Z
@matteobobbio3554,"Amazing! The singer is Maria Elisabetta Trupiano, soprano of Palermo!!!",2021-09-08T11:12:25Z
@fortunatosottile1391,Redbull&gt;ferrari,2021-09-08T11:12:23Z
@urbykanters1525,"It aint much if it aint Dutch, but i have to say that Italy is a Beautiful country",2021-09-08T11:12:07Z
@alanhenriqueborelligarcia314,My eyes tell me one thing but my ears tell me other...,2021-09-08T11:11:59Z
@janstepan3765,"When it comes to creating content, no F1 team can really match Red Bull. That was absolutely clinical! ;)",2021-09-08T11:10:56Z
@aldolovito6976,"Oroglioso di essere nato in una delle città più belle del mondo. Città poco valorizzata, anche dalla stessa gente che ci vive purtroppo. Tutto il mondo deve vedere quanto vali e quanto sei bella. Ti amo da morire Palermo mia, sei STUPENDA.❤️",2021-09-08T11:10:13Z
@rboettger,Jesus Christ! This is mega (; Kudos to the camera crew and production team. Looks like a hell of a job!,2021-09-08T11:09:50Z
@solaant1v1st61,So peaceful for a Red Bull video,2021-09-08T11:09:35Z
@riccardoferrara4898,Spettacolo puro!,2021-09-08T11:09:23Z
@Titanthecreator,"All them people would be deaf if that thing had its engine on, let alone revving like the audio implies",2021-09-08T11:09:12Z
@alessandropanerai6794,Meraviglioso,2021-09-08T11:09:12Z
@jarodfpv1099,Really cool video! Who was the FPV pilot?,2021-09-08T11:08:52Z
@carbide_0101,cool!!!!!))))),2021-09-08T11:08:11Z
@paolovalzelli,When you realize that Monza is closer to Zandvoort than to Palermo,2021-09-08T11:07:19Z
@andreaguccione6432,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=185"">3:05</a> bella pe jaki",2021-09-08T11:07:06Z
@marcorossi5093,Thank You RED BULL!,2021-09-08T11:06:33Z
@cyozdemir113,Why is he in Palermo?,2021-09-08T11:04:58Z
@samarthsb882,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=101"">1:41</a> Mazepin&#39;s career summed up",2021-09-08T11:04:23Z
@paoloandolina5983,😄👏👏👏,2021-09-08T11:03:51Z
@AdventuresOnTheRoad,"Bellissimo spot..certo trovare a Palermo ragazzi alti e biondi, ragazze rosse con le lentiggini, strade senza buche e senza spazzatura...sembra un film. Ah no aspetta...<br><br>PS. sono siciliano ho apprezzato tantissimo questo video! ;)",2021-09-08T11:03:49Z
@ilgalaxydizatarra,"Thank you, @redbull!! What a spot in my Town!!!",2021-09-08T11:03:47Z
@francescochiavetta9357,Wow...Palermo is wonderful...!<br>Specifically if you see it like this!!,2021-09-08T11:03:28Z
@Emaxmagnus,is DC still the one driving the cars for these commercials?,2021-09-08T11:03:06Z
@vittoriospotorno1632,"Facile abbellire una città in dissesto e degrado da terzo mondo per uno spot che deve emozionare la plebe. Realtà distorta e menzogna. Sarebbe onesto mostrare l’incuria e  l’abbandono di una città in cui strade, marciapiedi ed edifici crollano a pezzi. Ma va bene così, la massa deve stordirsi con una macchina che sfreccia in mezzo alla “bellezza”. Ma quale bellezza?",2021-09-08T11:01:53Z
@sergioloriano6182,Welcome to Palermo.....spettacolare very nice....Palermo incredible. Thank you Red Bull.,2021-09-08T11:01:32Z
@Ahmadshmait,Isn&#39;t it supposed to be a v6 turbo,2021-09-08T11:01:13Z
@paulodybala7305,SUPER!!!,2021-09-08T11:01:06Z
@PixelCortex,Is this not Ferrari&#39;s job lol?,2021-09-08T11:00:37Z
@southernpride494,"The halo is gone, must be the 2017 car",2021-09-08T11:00:17Z
@michelecannella7011,Video fantastico❤️,2021-09-08T10:59:59Z
@growgogrowshop-seedshop-he8335,Bellissima Palermo!,2021-09-08T10:59:34Z
@aureliosanguinetti8884,"Ricordiamo che il Palermitano medio - stupidamente dal giorno estivo delle riprese di questo spot - ha promesso odio eterno alla Red Bull perché “bloccaru ” a strada. Ahah Bloccaru la Cala, come se tutti i cittadini dovessero essere lì quel giorno. Bello spot, comunque. In realtà spero che iniziative del genere coinvolgano sempre più spesso la città",2021-09-08T10:58:46Z
@sirlillo2734,Bravi!,2021-09-08T10:58:06Z
@giovanbattistadisalvo3206,Spettacolare,2021-09-08T10:57:25Z
@comradebear2095,I like how the RB8 is treated as Max&#39;s personal car,2021-09-08T10:57:07Z
@NatEvora,"this video was shot during the french gp, it&#39;s not Max in the car I was in Palermo that day .. I saw this Redbull with the driver inside",2021-09-08T10:56:44Z
@NMT_NewMotorsportTeam,Fantastic video,2021-09-08T10:56:14Z
@jokerstar15,Spettacolare!!!,2021-09-08T10:55:48Z
@enzog1642,quel giorno Palermo penava col traffico impazzito per le strade chiuse ma.............ne è valsa la pena. Grazie Red Bull,2021-09-08T10:55:16Z
@Lena-lc9ch,RB can you plese hire me to work in PR departmant Idc if I&#39;m just there to carry coffee around😭  this is incredibile,2021-09-08T10:55:12Z
@salvadorvalle8029,Make one with Checo RD Bull Team as than as Bond 007 film in Downtown of México City was awsome incredible AND marvellus !!!,2021-09-08T10:54:43Z
@caporrimo69,Ci avete fatto un regalo bellissimo. Palermo vi ringrazia. Ciao,2021-09-08T10:54:40Z
@maxximo8888,“Cerca di non farti notare troppo” 🤔😅… Ma quant’è bella Palermo?! 😍,2021-09-08T10:54:00Z
@Mark-mu4pj,Awesome video.,2021-09-08T10:53:35Z
@julianssonko6022,Drone operator tho,2021-09-08T10:51:03Z
@simonecimino4397,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=30"">0:30</a> I LIMONI SIGNORAAAA",2021-09-08T10:50:51Z
@giovannimannino8537,Palermo ♥️,2021-09-08T10:50:38Z
@JinskuKripta,The car had the pit mod speed,2021-09-08T10:49:51Z
@manuelight,wow just wow rb wow,2021-09-08T10:49:41Z
@armandoammendola1139,"Thank you Redbull, amazing video. Good spot for my city",2021-09-08T10:49:24Z
@harshilraul5086,Strongly think the one driving is DC <br>❤️❤️ To max lets win this championship,2021-09-08T10:48:53Z
@rahmatraharjo229,Palermo street circuit coming 😂,2021-09-08T10:45:47Z
@SantosOverlord,"cant be the only one that find it hilarious to see a renault red bull car with the honda badge XD, i know they cant use the current car but its still funny",2021-09-08T10:43:27Z
@manuelcatalano9412,😍😍😍😍😍😍😍😍,2021-09-08T10:42:58Z
@vincenzosantoro8960,❤,2021-09-08T10:42:36Z
@VitoSugameli,Che bomba! 💣,2021-09-08T10:42:13Z
@Cesar-rh3ts,Red bull racing 1 - Ferrari 0,2021-09-08T10:42:09Z
@Giam83,"Beautiful video, wonderful Palermo. Red Bull buy Palermo football. Hello 👍",2021-09-08T10:41:11Z
@fabiogiordano7302,"Waiting for the return of the Ferraris to the glories of the past, thanks to RedBull for this gift to the city of Palermo and all its inhabitants. Good luck Max for the drivers and constructors world title!",2021-09-08T10:40:34Z
@lightningman212xd6,Imagine if they did this with a ferrari....,2021-09-08T10:40:10Z
@iganzioaliotta7209,Palermo mia,2021-09-08T10:39:22Z
@temporaryname8639,this just makes me want an Italian road circuit,2021-09-08T10:39:17Z
@kondjanegongo796,Lets go Max!!!!!!!!!! 2021 World Champion!!!!!!!!,2021-09-08T10:39:10Z
@SoppyBoot,Ferrari in the corner: 😐🎞🎥,2021-09-08T10:38:25Z
@marco.fantauzzo,I am from Palermo and this video is mindblowing: thank you so much Red Bull!,2021-09-08T10:38:13Z
@gigilandia9672,Spettacolare!!!,2021-09-08T10:37:57Z
@adityaprakashlegend,I don&#39;t think max was driving 😂,2021-09-08T10:37:48Z
@incubo-della-pignata,❤️,2021-09-08T10:37:42Z
@georgyarchegov4204,I<br>I<br>I lost any words. This vid is a new type of Art))),2021-09-08T10:36:20Z
@Fabiosn955,Grazie,2021-09-08T10:35:57Z
@utkarshanand221,Its gonna be SUPERMAX at monza,2021-09-08T10:35:56Z
@antoniomorana5337,SPETTACOLO ALLO STATO PURO...PALERMO TI AMO ❤,2021-09-08T10:35:40Z
@iganzioaliotta7209,Video stupendo,2021-09-08T10:34:48Z
@massimomerlo81,Comunque non è Verstappen alla guida,2021-09-08T10:34:19Z
@JT-mm6qh,It is rb8 or rb9?,2021-09-08T10:33:36Z
@alphaandutah12magnusita85,Benvenuto in Italia Max verstappen,2021-09-08T10:32:59Z
@NadirAgha,"I wonder, who is the actual driver",2021-09-08T10:32:39Z
@fenyx044,Interesting....really interesting....,2021-09-08T10:31:57Z
@vincenzostrano,W Palermo e Santa Rosalia,2021-09-08T10:31:18Z
@Byakuya08,That Red bull looks like 2012 or 2013 Red bull car,2021-09-08T10:31:15Z
@gianfrancodepaoli1176,Great !!!,2021-09-08T10:31:07Z
@MrKarizmatic,Did he said b*tch stop or beach stop?,2021-09-08T10:30:40Z
@best-things-to-do-in-sicily,As a tour company based in Sicily we really thank Red Bull for this wonderful advertising! We are so proud of it and we hope to host everyone in our beautiful island! Thanks Red Bull. You guys made a masterpiece!!!,2021-09-08T10:30:21Z
@96ivanina,"Welcome to Italy, guys!",2021-09-08T10:30:14Z
@JobBRM,max max max supermax:))),2021-09-08T10:29:47Z
@angelorusso4794,Spettacolare Palermo e Red Bull,2021-09-08T10:29:22Z
@ciro534,Video STUPENDO.,2021-09-08T10:28:37Z
@giuseppefontana435,"Max, you must win the monza&#39;s Grand Prix.",2021-09-08T10:28:37Z
@chillikoala,Let&#39;s take back the constructor&#39;s championship guys! Andiamo Red Bull Honda!,2021-09-08T10:27:51Z
@die2290,I literally just had pizza a few minutes ago lel,2021-09-08T10:27:38Z
@abhishikthpaul622,I really hope he wins his one 🤛🙏,2021-09-08T10:27:16Z
@Mindluxx,Amazing :) I love the Red Bull the make always the best videos :),2021-09-08T10:27:16Z
@ronniebots9225,Other teams: Lets put our previous cars into a museum or back on display at headquarters.<br>Red Bull: Lets race our previous cars trough the streets of a city with small and narrow roads in Italy just to go park it on a boat sailing a salty sea.,2021-09-08T10:26:46Z
@aniet1641,What a stunning tour of the city . Well done ! I&#39;m gonna go there someday,2021-09-08T10:26:37Z
@steveskrobot9496,Checo needs to up his game so he can star in these fun videos aswell!,2021-09-08T10:26:35Z
@danielnoori5030,Woooooow 🤩🤩🤩👑,2021-09-08T10:26:24Z
@profile4138,Alternative for the spa finish,2021-09-08T10:26:06Z
@johnvrijthoven3065,Sergio had a bad qualy. Sow he starts at the “after” market 😂🤣,2021-09-08T10:25:24Z
@firstname1927,did they use the renault or actual honda engine?,2021-09-08T10:25:11Z
@ferdinandogulotta7643,Spettacolo !!!!! Forza Max e forza Palermo sempre,2021-09-08T10:25:04Z
@TheRiccardo1957,"È bellissimo il video, è bellissima Palermo.",2021-09-08T10:25:03Z
@SMUASSU,"Immensamente PALERMO, che splendore, che arte, che colori, che musica, che armoniosità, che monumenti!",2021-09-08T10:24:58Z
@arfan1003,"Wah melanggar prokes, lagi ppkm malah kumpul2",2021-09-08T10:24:08Z
@CO2448707,OMG. THIS IS EPIC. CONGRATS RBR!<br>from an italian fan,2021-09-08T10:23:20Z
@plectrumful45,That it ... Waste 2.5 million on that .... hmmmm. 👍👍👍👍👍,2021-09-08T10:22:09Z
@cheesycarrotsoup,Let&#39;s go Max!!!,2021-09-08T10:21:55Z
@JesusSaves4Ever777,"Cool, but so produced",2021-09-08T10:21:24Z
@manfredmaicon9793,"You destroyed the road traffic of the city for almost a week, I swore like a crazy but...this is the most amazing video ever made on my city. Thank you very much. Grazie picciotti :-)",2021-09-08T10:20:38Z
@mrghost8259,Lewis Will Win so don&#39;T EVEN THINK about It,2021-09-08T10:20:29Z
@Meilo14,Burraes,2021-09-08T10:20:17Z
@ozar78,Why are you using a V8 engine? Those are lies ! Use those dull C6 turbos! Give the people what they want! Just kidding :),2021-09-08T10:20:05Z
@thecrazydsm81,"La mia città! Quanto sei bella Palermo, quanto sei bella Sicilia.",2021-09-08T10:19:43Z
@billaggelijk,Iets kick Mercedes but this weekend,2021-09-08T10:19:23Z
@WouterZtube,Very cool!,2021-09-08T10:17:56Z
@sousouqueen5177,Amazing 💕😍job good boys,2021-09-08T10:17:45Z
@shatadrukumar600,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=220"">3:40</a> - Young Alonso chilling at the beach",2021-09-08T10:17:45Z
@sandipmishra4205,Hope Supermax again in Monza,2021-09-08T10:17:15Z
@vincenzovitale6055,Vedere la mia città con queste immagini e verstappen passare davanti alla casa dove ho abitato una vita mi ha emozionato moltissimo ♥️,2021-09-08T10:16:55Z
@fabiogiacalone5769,Palermo!!! I love my city!!,2021-09-08T10:16:42Z
@princeemathew,"It&#39;s not the Max who&#39;s driving, they&#39;ve just added few clips of max to show that he&#39;s the actual guy who&#39;s driving.",2021-09-08T10:16:11Z
@daveybusman9597,You guys are crazy😂😂😂,2021-09-08T10:16:00Z
@akhiljjj,Team Radio : Max Max<br>My Mind : Super Max,2021-09-08T10:15:51Z
@mariodasta7609,"Grande red bull, la ferrari no e la bull si, grandissimj",2021-09-08T10:15:17Z
@mariobajardi,🙏🔥🔥 Bellissima PALERMO !!! Grazie a tutti coloro che hanno creato questo meravilgioso SOGNO ! ^_^ 🏆,2021-09-08T10:14:39Z
@motorsportclan,AMAZING! Thanks Red Bull!,2021-09-08T10:14:12Z
@davidenigrelli5459,"Congrats and Thank you <a href=""http://www.youtube.com/results?search_query=%23redbullracingteam"">#Redbullracingteam</a> to visit one of the most beautiful place to discover in the world.",2021-09-08T10:14:09Z
@xd_ut-boi6698,Max driving seb&#39;s car 💚,2021-09-08T10:14:04Z
@akash1508,The production level of this.,2021-09-08T10:13:23Z
@vivettariggio3148,welcome Redbull🤝🇮🇹,2021-09-08T10:13:05Z
@ludovicomadonia1440,Quanto è bella la mia Palermo vista così. Grazie red bull per aver fatto tutto questo.,2021-09-08T10:12:18Z
@ricciardo920,Da Catanese son felice che Red Bull abbia scelto una città fantastica come Palermo,2021-09-08T10:11:25Z
@hearmepowa,de lokossssss,2021-09-08T10:11:12Z
@marcopuleo5530,👏👏👏👏👏👏👏👏👏👏👏 emozionante,2021-09-08T10:10:33Z
@LaviniaCrazyGirl83,Pride to be Palermitana!,2021-09-08T10:10:26Z
@TheHabsification,"That Honda logo fits the livery so well. It&#39;s sad to see Honda leave, Honda and Redbull fit together like two peas in a pod",2021-09-08T10:09:42Z
@marcofsc87,QUANTO SEI BELLA..PALERMO!! 5.04 minuti che riempiono di orgogoglio... (e fanno dimenticare anche tutto il caos di quei giorni di riprese 😃 ..) ❤️,2021-09-08T10:09:13Z
@aiyanhrithikk4741,Lewis is going to win the Italian grandprix🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆,2021-09-08T10:09:06Z
@hillzlifevlogs7659,One of the best ads I have come across,2021-09-08T10:09:03Z
@xxSanjixx,Stupendo 🤩,2021-09-08T10:08:39Z
@rishabhpandey2623,i thought it was some collab with money heist,2021-09-08T10:08:27Z
@RedWingPixy,"This is v10 engine right, I love the sound since I was a young",2021-09-08T10:08:24Z
@TheBomberking92,"Ecco a voi carissimi. Questo è quello che tutti noi palermitani chiamiamo la nostra perla. Quella che alcuni etichettano come &quot;patria della mafia&quot;. Sole, mare, arte, storia. Palermo è semplicemente questa, e io da palermitano fiero non posso che essere entusiasta e felice di questa iniziativa di Red Bull (a cui auguro vivamente di vincere il mondiale). Un bigliettino da visita verso chi questa terra l&#39;ha sempre martoriata e umiliata, nella settimana del GP d&#39;Italia.<br><br>UN GRAZIE AFFETTUOSISSIMO DALLA CULLA DELLA CIVILTA&#39; MEDITERRANEA. C&#39;MON RED BULL E FORZA PALERMO SEMPRE!",2021-09-08T10:08:20Z
@PanzerChicken69,Outside my own family there&#39;s just two people in the entire world that have ever made me emotional; Ayrton Senna (RIP) and Max Verstappen.,2021-09-08T10:08:10Z
@ricky4129,Makes zero sense but looks cool,2021-09-08T10:07:46Z
